2024-11-18 13:56:35,Charli xcx,88
2024-11-18 13:56:35,Gigi Perez,81
2024-11-18 13:56:35,Shaboozey,80
2024-11-18 13:56:35,LISA,83
2024-11-18 13:56:35,Tate McRae,86
2024-11-18 13:56:35,Morgan Wallen,91
2024-11-18 13:56:35,Tommy Richman,78
2024-11-18 13:56:35,"Tyler, The Creator",95
2024-11-18 13:56:35,Teezo Touchdown,75
2024-11-18 13:56:35,Adam Port,77
2024-11-18 13:56:35,Stryv,75
2024-11-18 13:56:35,Keinemusik,78
2024-11-18 13:56:35,Orso,75
2024-11-18 13:56:35,Malachiii,75
2024-11-18 13:56:35,Anitta,84
2024-11-18 13:56:35,Myke Towers,90
2024-11-18 13:56:35,benny blanco,78
2024-11-18 13:56:35,JENNIE,83
2024-11-18 13:56:35,Don Toliver,88
2024-11-18 13:56:35,Post Malone,91
2024-11-18 13:56:35,Hozier,86
2024-11-18 13:56:35,Myles Smith,79
2024-11-18 13:56:35,The Marías,79
2024-11-18 13:56:35,Oscar Maydon,88
2024-11-18 13:56:35,Fuerza Regida,91
2024-11-18 13:56:35,Dasha,75
2024-11-18 13:56:35,KATSEYE,75
2024-11-18 13:56:35,Taylor Swift,100
2024-11-18 13:56:35,Benson Boone,86
2024-11-18 13:56:35,Ariana Grande,93
2024-11-18 13:56:35,Mark Ambor,75
2024-11-18 13:56:35,Teddy Swims,86
2024-11-18 13:56:35,KAROL G,91
2024-11-18 13:56:35,Feid,92
2024-11-18 13:56:35,DFZM,69
2024-11-18 13:56:35,Ovy On The Drums,80
2024-11-18 13:56:35,J Balvin,88
2024-11-18 13:56:35,Maluma,87
2024-11-18 13:56:35,Ryan Castro,81
2024-11-18 13:56:35,Blessd,83
2024-11-18 13:56:35,Djo,76
2024-11-18 13:56:35,Omar Courtz,82
2024-11-18 13:56:35,De La Rose,79
2024-11-18 13:56:35,Kendrick Lamar,92
2024-11-18 13:56:35,Linkin Park,93
2024-11-18 13:56:35,Ndotz,74
2024-11-18 13:56:35,Artemas,79
2024-11-18 13:56:35,Jimin,89
